Rate,Review,Summary
3,Just okay,"First of, Country of origin isn't India as in description. The is just a mass Chinese product with a custom brand label strapped on. Nothing wrong with that but the product description is misleading and also the price is high considering that.Usability wise, yes it's foldable. But the tyre size and frame size makes it less practical to carry on the boot of a car unless you have a pickup or a van. So folding is only good if you don't have space to keep it at home.So considering all that, I..."
4,Nice product,Nice product
5,Classy product,"Product is upto the mark,,,light weight,,,easy to ride and handle,,very easy to assemble,,,value for money,,,good for excersize,,,only the seat is small,,, overall good choice 👍👍must buy"
5,Great product,Nice
3,Decent product,The front tire wobbles while riding this. I got the alignment done by a professional still the problem didn't go away. On person said that it's probably due to storage for a long time because of which the tires have become distorted (he said it would go away on its own if I drive it regularly)Other than that the brakes aren't very grippy and the gears are not very good.Also the seat it totally uncomfortable. So you will need to buy a gel cover or another seat. The only reason why I'm co...
4,Really Nice,"Cheap shimano gears... According to the budget of cycle.And the guy who came for installation, knows nothing about gear system."
5,Worth every penny,I just loved the bike
5,Terrific,Outstanding bicycle....my son was very happy to see that bicycle....his face is full of teeth...he loved that very much....thank u flipkart
5,Simply awesome,Wow that's a great experience loved it
5,Classy product,Best foldable cycle... Design and color are top notch... Go for foldable if you are really need that.... If you dont ve parking area in home then go for it
5,Must buy!,Amazing product worth buying Good packing by Flipkart Thank you Flipkart
1,Waste of money!,Product quantity is low during cycling the peddle got out
5,Awesome,Really a very good mountain bike. Totally recommended.
1,Horrible,Bad product as 1St Gear not working so I replace itReplacement comes with scratches on cycle
4,Pretty good,Ok
1,Absolute rubbish!,Not a good product...gear shifting is very bad and noisy....gears are jumping to 5th from 3rd...
4,Worth the money,Seating possession hard to ride otherwise best MTB
5,Awesome,Very good product love it if
5,Must buy!,"Unbelievable, the product by hrx is stealing all the attention whenever in public.. worth buying"
4,Pretty good,"Cycle is good, Quality is also good, About folding it almost become half of its size Cylcle is heavy, other wise Cycling is cool."
5,Awesome,Good job sir
3,Just okay,Go for electric cycle instead of this
2,Moderate,His paddle has broken in 5 days I use it only 2 days
5,Best in the market!,I think this bicycle is really amazing not only in terms of Quality but also you can carry anywhere as it is foldable and light weight...When you ride people will notice you .. OUT OF THE BOX ...
5,Highly recommended,wwooooWWWWWWWW ✌🏻😱🫡..... I'm loving it 😍
2,Not good,Donot go for the Product built in quantity is very very poor. Space between Handel sit given which makes ride uncomfortable. Bad for long ride
2,Bad quality,"Foot touching to the front wheel, overall looks ok."
5,Best in the market!,Super
4,Value-for-money,"Good Quality product , Look very nice"
5,Must buy!,Super
3,Does the job,Looks goodGear shifting smooth but rear 3n4 gear shifting problemMaking sound from front side when riding
5,Fabulous!,Best quality
4,Good choice,Good
5,Fabulous!,nice
5,Terrific,Nice
5,Fabulous!,Value for money
4,Delightful,good
4,Good quality product,Need some more comfort in seat
3,Good,Stylish sports look
5,Worth every penny,Excellent
5,Perfect product!,Gear quality could be better otherwise it is a good choice
3,Fair,"Average product, mud guards should have been there."
5,Wonderful,Comfortable & nice products
5,Must buy!,Love from dept of my heart😍😍😍😍😍
5,Classy product,Nice product by hrx
5,Super!,Excellent
1,Horrible,HRX support is very bad.
2,Moderate,Not worth for money.
5,Great product,Fabulous
4,Pretty good,It comes with snob effect
5,Terrific,Incredible bicycle...
5,Best in the market!,very very good
1,Horrible,Product is not good
4,Value-for-money,Stylish.. fully alloy.. best quality material.. with 21 shimano gear.. but  no home service for assembling flipkart only provide options for time of assembly. No mechanical team contacted.Overall good one... thanks glipkart
3,Fair,Cycle tire is of low quality it got punctured as soon as it was taken for ride
5,Fabulous!,"An amazing cycle, in love with it"
4,Wonderful,Nice
3,Just okay,"nice looking but not light weight, takes more space"
1,Terrible product,Not good
1,Very poor,"This cycle is west of money, every parts of this cycle is 4th grade (break, gare set, tyre) This cycle is only for look."
1,Worst experience ever!,Seat does not fit
4,Value-for-money,Product is good but little costly
1,Very poor,Very bad product waste of money bad in frame and hate the almunium frame of cycle.
5,Classy product,Very nice cycle
4,Wonderful,"Writing this review after riding the MTB for over 100km...Pros1. Value for money.2. 21 gears, Dual Disc brakes,foldable option and looks are some of the evident features.3. Strictly for those Unisex under 5 feet 8 feet not even for 5.8 feet.Cons.1. The gear changing mechanism is vague and also quality of derailers is doubtful. 2. Strictly for beginners who don't want to spend more than 20K.3. Break wires all over the place is a little annoying. 4. Must have accessories Helmet, Mud g..."
5,Fabulous!,Excellent
5,Classy product,Naic
4,Nice product,Good
5,Terrific purchase,Cycle good but it's tyre quality is poor.but cycle too good
5,Highly recommended,Full pesa vasul product
1,Worthless,This is my 3rd edit of this review after using the cycle for 2 months. The cycle looks great. Gears quality and gear shifting is very poor. The back tyre gear bearing failed in just 2 months of use and the gear broke with internal bearings falling all over. Don't go for this product. There are better alternatives within this price range
3,Fair,Good Quality. Received cycle seat pipe is not fix with cycle.
5,Super!,Mind blowing
4,Very Good,After 5months experience is 7/10
5,Terrific,Nice one.
5,Highly recommended,Very nice 👍
5,Wonderful,Nice
5,Excellent,Really amazing
5,Great product,Cycle is very good but tool kit not provided
5,Terrific purchase,Nice super products u can trust the cycle
5,Mind-blowing purchase,Good cycle
5,Must buy!,Good
5,Must buy!,AWESOME
5,Terrific purchase,"Excellent product, love it"
4,Pretty good,Great experience with this mtb bike. Highly recommended for all cycle lovers.
3,Nice,Call me
5,Classy product,It's very good
5,Perfect product!,Very. big cycle best for you must buy iam very happy with this product
5,Excellent,Overall good
5,Perfect product!,This item will be great ☺️❤️❤️ I love it
5,Fabulous!,The product is awesome.. best buy at this price with free home installation on next day. And the trainer Anupama did a good training session for me. It was very helpful.Overall a good experience..
5,Super!,"Best cycle with in this price range and feels like cherry on top as this provided with other accessories like pump n all.Most importantly, it's providing free installation and the guy coming for installation was very good and polite.  Totally satisfied with the product and strongly recommend to others to go for this cycle."
